backend,backend_size,code,decoder,distance,cycles,num_samples,error_type,error_probability,logical_error_rate,layout_method,routing_method,translating_method
custom_cube,729,gross,bposd,256,3,1000,em3_2,0.01,0.000,N/A,N/A,N/A
custom_cube,729,gross,bposd,256,3,1000,em3_2,0.015,0.000,N/A,N/A,N/A
custom_grid,729,gross,bposd,364,3,1000,em3_2,0.015,0.000,N/A,N/A,N/A
custom_cube,729,gross,bposd,256,3,1000,em3_1,0.01,0.000,N/A,N/A,N/A
custom_cube,729,gross,bposd,256,3,1000,em3_1,0.015,0.010,N/A,N/A,N/A
custom_grid,729,gross,bposd,364,3,1000,em3_1,0.01,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,em3_1,0.015,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,sd6,0.01,0.000,N/A,N/A,N/A
custom_grid,729,gross,bposd,364,3,1000,em3_1,0.015,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,sd6,0.015,0.000,N/A,N/A,N/A
custom_grid,729,gross,bposd,364,3,1000,em3_2,0.01,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,em3_2,0.01,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,em3_2,0.015,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,em3_2,0.05,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,sd6,0.05,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,em3_1,0.01,0.000,N/A,N/A,N/A
custom_grid,729,steane,bposd,27,3,1000,em3_1,0.05,0.000,N/A,N/A,N/A
custom_cube,729,steane,bposd,9,3,1000,em3_2,0.05,0.320,N/A,N/A,N/A
custom_cube,729,steane,bposd,9,3,1000,em3_2,0.01,0.081,N/A,N/A,N/A
custom_cube,729,steane,bposd,9,3,1000,em3_2,0.015,0.122,N/A,N/A,N/A
custom_full,729,gross,bposd,364,3,1000,em3_1,0.015,0.010,N/A,N/A,N/A
custom_full,729,gross,bposd,364,3,1000,em3_2,0.015,0.010,N/A,N/A,N/A
custom_full,729,steane,bposd,27,3,1000,em3_2,0.05,0.000,N/A,N/A,N/A
custom_full,729,steane,bposd,27,3,1000,em3_1,0.05,0.000,N/A,N/A,N/A
custom_full,729,steane,bposd,27,3,1000,em3_2,0.015,0.000,N/A,N/A,N/A
custom_full,729,gross,bposd,364,3,1000,em3_2,0.01,0.000,N/A,N/A,N/A
custom_cube,729,bacon,bposd,21,3,1000,em3_2,0.01,0.001,N/A,N/A,N/A
custom_cube,729,steane,bposd,9,3,1000,em3_1,0.01,0.078,N/A,N/A,N/A
custom_full,729,steane,bposd,27,3,1000,em3_1,0.015,0.000,N/A,N/A,N/A
custom_full,729,steane,bposd,27,3,1000,em3_2,0.01,0.000,N/A,N/A,N/A
custom_full,729,steane,bposd,27,3,1000,em3_1,0.01,0.000,N/A,N/A,N/A
custom_full,729,steane,bposd,27,3,1000,sd6,0.05,0.000,N/A,N/A,N/A
custom_line,729,gross,bposd,364,3,1000,em3_1,0.015,0.010,N/A,N/A,N/A
