backend,backend_size,code,decoder,distance,cycles,num_samples,error_type,error_probability,logical_error_rate,layout_method,routing_method,translating_method,time_backend,time_circuit,time_transpile,time_repr,time_noise,time_decode,total_time,mem_backend_MB,mem_circuit_MB,mem_transpile_MB,mem_repr_MB,mem_noise_MB,mem_decode_MB,mem_backend_full_MB,mem_circuit_full_MB,mem_transpile_full_MB,mem_repr_full_MB,mem_noise_full_MB,mem_decode_full_MB,peak_memory_MB,peak_memory_full_MB
custom_full,400,surface,bposd,13,13,10000,modsi1000,0.004,0.003400,N/A,N/A,N/A,12.597599574000924,1.4769208880024962,5.904403571999865,4.487728501000674,2.542532191000646,373677.707184688,373704.72601359803,74.698211,77.985079,148.704589,148.704589,148.704589,191.328319,546.69312,556.961792,788.168704,788.217856,788.217856,814.77632,191.328319,814.77632
