code,distance,noise_model,readout_ns,decoder,measure_error,num_shots,logical_error_rate,seconds
steane,9,heron_herqules_futuristic,600,bposd,0.03397763774713358,5000,0.1052,102.89732933044434
steane,9,heron_herqules_futuristic,800,bposd,0.03365302389666702,5000,0.0966,99.19488430023193
steane,9,heron_herqules_futuristic,1000,bposd,0.03281437895417039,5000,0.0938,114.28873562812805
surface,5,heron_herqules_futuristic,200,mwpm,0.22100820215836314,50000,0.00544,1.0618696212768555
surface,5,heron_herqules_futuristic,400,mwpm,0.05072477893499516,50000,0.00078,1.0495154857635498
surface,5,heron_herqules_futuristic,600,mwpm,0.03397763774713358,50000,0.00058,0.9392924308776855
surface,5,heron_herqules_futuristic,800,mwpm,0.03365302389666702,50000,0.00076,1.0624797344207764
surface,5,heron_herqules_futuristic,1000,mwpm,0.03281437895417039,50000,0.00066,1.047729730606079
surface,7,heron_herqules_futuristic,200,mwpm,0.22100820215836314,50000,0.00756,2.892487049102783
surface,7,heron_herqules_futuristic,400,mwpm,0.05072477893499516,50000,0.00172,2.6540403366088867
surface,7,heron_herqules_futuristic,600,mwpm,0.03397763774713358,50000,0.00144,2.6524312496185303
surface,7,heron_herqules_futuristic,800,mwpm,0.03365302389666702,50000,0.0016,2.6045663356781006
surface,7,heron_herqules_futuristic,1000,mwpm,0.03281437895417039,50000,0.00168,2.6015286445617676
surface,9,heron_herqules_futuristic,200,mwpm,0.22100820215836314,50000,0.01798,8.18048644065857
surface,9,heron_herqules_futuristic,400,mwpm,0.05072477893499516,50000,0.00734,6.901968717575073
surface,9,heron_herqules_futuristic,600,mwpm,0.03397763774713358,50000,0.00604,6.736252546310425
surface,9,heron_herqules_futuristic,800,mwpm,0.03365302389666702,50000,0.00644,7.170680522918701
surface,9,heron_herqules_futuristic,1000,mwpm,0.03281437895417039,50000,0.00738,7.504213333129883
surface,11,heron_herqules_futuristic,200,mwpm,0.22100820215836314,50000,0.08018,20.019565105438232
surface,11,heron_herqules_futuristic,400,mwpm,0.05072477893499516,50000,0.04068,16.509567499160767
surface,11,heron_herqules_futuristic,600,mwpm,0.03397763774713358,50000,0.03734,18.540690898895264
surface,11,heron_herqules_futuristic,800,mwpm,0.03365302389666702,50000,0.0384,14.22902798652649
surface,11,heron_herqules_futuristic,1000,mwpm,0.03281437895417039,50000,0.0406,14.946481943130493
surface,13,heron_herqules_futuristic,200,mwpm,0.22100820215836314,50000,0.28994,52.133259296417236
surface,13,heron_herqules_futuristic,400,mwpm,0.05072477893499516,50000,0.19704,49.04694199562073
surface,13,heron_herqules_futuristic,600,mwpm,0.03397763774713358,50000,0.1873,44.94767951965332
surface,13,heron_herqules_futuristic,800,mwpm,0.03365302389666702,50000,0.1928,49.17900633811951
surface,13,heron_herqules_futuristic,1000,mwpm,0.03281437895417039,50000,0.19794,37.03748154640198
