code,distance,noise_model,readout_ns,pct_faster_vs_1000ns,ler,ler_1000ns,ler_pct_diff_vs_1000ns
color,9,boston_lowt,800,20,0.496200,0.485400,2.2
color,9,boston_lowt,1000,0,0.485400,0.485400,0.0
color,11,boston_lowt,200,80,0.510200,0.501600,1.7
color,11,boston_lowt,400,60,0.494200,0.501600,-1.5
color,11,boston_lowt,600,40,0.497800,0.501600,-0.8
color,11,boston_lowt,800,20,0.497400,0.501600,-0.8
color,11,boston_lowt,1000,0,0.501600,0.501600,0.0
color,13,boston_lowt,200,80,0.508600,0.495000,2.7
color,13,boston_lowt,400,60,0.506600,0.495000,2.3
color,13,boston_lowt,600,40,0.500400,0.495000,1.1
color,13,boston_lowt,800,20,0.510600,0.495000,3.2
color,13,boston_lowt,1000,0,0.495000,0.495000,0.0
hh,5,boston_lowt,200,80,0.050260,0.063540,-20.9
hh,5,boston_lowt,400,60,0.053260,0.063540,-16.2
hh,5,boston_lowt,600,40,0.056860,0.063540,-10.5
hh,5,boston_lowt,800,20,0.060460,0.063540,-4.8
hh,5,boston_lowt,1000,0,0.063540,0.063540,0.0
hh,7,boston_lowt,200,80,0.262160,0.288320,-9.1
hh,7,boston_lowt,400,60,0.267240,0.288320,-7.3
hh,7,boston_lowt,600,40,0.279860,0.288320,-2.9
hh,7,boston_lowt,800,20,0.282380,0.288320,-2.1
hh,7,boston_lowt,1000,0,0.288320,0.288320,0.0
hh,9,boston_lowt,200,80,0.487520,0.493360,-1.2
hh,9,boston_lowt,400,60,0.488860,0.493360,-0.9
hh,9,boston_lowt,600,40,0.492260,0.493360,-0.2
hh,9,boston_lowt,800,20,0.489260,0.493360,-0.8
hh,9,boston_lowt,1000,0,0.493360,0.493360,0.0
hh,11,boston_lowt,200,80,0.501800,0.500140,0.3
hh,11,boston_lowt,400,60,0.500760,0.500140,0.1
hh,11,boston_lowt,600,40,0.499020,0.500140,-0.2
hh,11,boston_lowt,800,20,0.501240,0.500140,0.2
hh,11,boston_lowt,1000,0,0.500140,0.500140,0.0
hh,13,boston_lowt,200,80,0.499400,0.502240,-0.6
hh,13,boston_lowt,400,60,0.501460,0.502240,-0.2
hh,13,boston_lowt,600,40,0.498580,0.502240,-0.7
hh,13,boston_lowt,800,20,0.494940,0.502240,-1.5
hh,13,boston_lowt,1000,0,0.502240,0.502240,0.0
steane,9,boston_lowt,200,80,0.303400,0.315600,-3.9
steane,9,boston_lowt,400,60,0.309800,0.315600,-1.8
steane,9,boston_lowt,600,40,0.307400,0.315600,-2.6
steane,9,boston_lowt,800,20,0.307800,0.315600,-2.5
steane,9,boston_lowt,1000,0,0.315600,0.315600,0.0
gross,12,boston_lowt,200,80,1.000000,0.999000,0.1
gross,12,boston_lowt,400,60,1.000000,0.999000,0.1
gross,12,boston_lowt,600,40,1.000000,0.999000,0.1
gross,12,boston_lowt,800,20,0.999000,0.999000,0.0
gross,12,boston_lowt,1000,0,0.999000,0.999000,0.0
surface,5,futuristic_fixedreadout,200,80,0.000480,0.000880,-45.5
surface,5,futuristic_fixedreadout,400,60,0.000360,0.000880,-59.1
surface,5,futuristic_fixedreadout,600,40,0.000320,0.000880,-63.6
surface,5,futuristic_fixedreadout,800,20,0.000480,0.000880,-45.5
surface,5,futuristic_fixedreadout,1000,0,0.000880,0.000880,0.0
surface,7,futuristic_fixedreadout,200,80,0.000960,0.001320,-27.3
surface,7,futuristic_fixedreadout,400,60,0.001160,0.001320,-12.1
surface,7,futuristic_fixedreadout,600,40,0.001160,0.001320,-12.1
surface,7,futuristic_fixedreadout,800,20,0.001140,0.001320,-13.6
surface,7,futuristic_fixedreadout,1000,0,0.001320,0.001320,0.0
surface,9,futuristic_fixedreadout,200,80,0.005520,0.006260,-11.8
surface,9,futuristic_fixedreadout,400,60,0.005680,0.006260,-9.3
surface,9,futuristic_fixedreadout,600,40,0.005480,0.006260,-12.5
surface,9,futuristic_fixedreadout,800,20,0.005640,0.006260,-9.9
surface,9,futuristic_fixedreadout,1000,0,0.006260,0.006260,0.0
surface,11,futuristic_fixedreadout,200,80,0.031420,0.035660,-11.9
surface,11,futuristic_fixedreadout,400,60,0.031580,0.035660,-11.4
surface,11,futuristic_fixedreadout,600,40,0.033580,0.035660,-5.8
surface,11,futuristic_fixedreadout,800,20,0.033860,0.035660,-5.0
surface,11,futuristic_fixedreadout,1000,0,0.035660,0.035660,0.0
surface,13,futuristic_fixedreadout,200,80,0.166840,0.178940,-6.8
surface,13,futuristic_fixedreadout,400,60,0.171580,0.178940,-4.1
surface,13,futuristic_fixedreadout,600,40,0.170360,0.178940,-4.8
surface,13,futuristic_fixedreadout,800,20,0.174240,0.178940,-2.6
surface,13,futuristic_fixedreadout,1000,0,0.178940,0.178940,0.0
bacon,5,futuristic_fixedreadout,200,80,0.002600,0.004400,-40.9
bacon,5,futuristic_fixedreadout,400,60,0.001600,0.004400,-63.6
bacon,5,futuristic_fixedreadout,600,40,0.002200,0.004400,-50.0
bacon,5,futuristic_fixedreadout,800,20,0.004000,0.004400,-9.1
bacon,5,futuristic_fixedreadout,1000,0,0.004400,0.004400,0.0
bacon,7,futuristic_fixedreadout,200,80,0.000400,0.001800,-77.8
bacon,7,futuristic_fixedreadout,400,60,0.000400,0.001800,-77.8
bacon,7,futuristic_fixedreadout,600,40,0.000600,0.001800,-66.7
bacon,7,futuristic_fixedreadout,800,20,0.000800,0.001800,-55.6
bacon,7,futuristic_fixedreadout,1000,0,0.001800,0.001800,0.0
bacon,9,futuristic_fixedreadout,200,80,0.001200,0.000200,500.0
bacon,9,futuristic_fixedreadout,400,60,0.001000,0.000200,400.0
bacon,9,futuristic_fixedreadout,600,40,0.000800,0.000200,300.0
bacon,9,futuristic_fixedreadout,800,20,0.000600,0.000200,200.0
bacon,9,futuristic_fixedreadout,1000,0,0.000200,0.000200,0.0
bacon,11,futuristic_fixedreadout,200,80,0.000600,0.000200,200.0
bacon,11,futuristic_fixedreadout,400,60,0.000600,0.000200,200.0
bacon,11,futuristic_fixedreadout,600,40,0.000000,0.000200,-100.0
bacon,11,futuristic_fixedreadout,800,20,0.000600,0.000200,200.0
bacon,11,futuristic_fixedreadout,1000,0,0.000200,0.000200,0.0
bacon,13,futuristic_fixedreadout,200,80,0.000600,0.000000,
bacon,13,futuristic_fixedreadout,400,60,0.000200,0.000000,
bacon,13,futuristic_fixedreadout,600,40,0.000800,0.000000,
bacon,13,futuristic_fixedreadout,800,20,0.000400,0.000000,
bacon,13,futuristic_fixedreadout,1000,0,0.000000,0.000000,
color,5,futuristic_fixedreadout,200,80,0.001600,0.002600,-38.5
color,5,futuristic_fixedreadout,400,60,0.002600,0.002600,0.0
color,5,futuristic_fixedreadout,600,40,0.001600,0.002600,-38.5
color,5,futuristic_fixedreadout,800,20,0.003000,0.002600,15.4
color,5,futuristic_fixedreadout,1000,0,0.002600,0.002600,0.0
color,7,futuristic_fixedreadout,200,80,0.004000,0.009200,-56.5
color,7,futuristic_fixedreadout,400,60,0.007000,0.009200,-23.9
color,7,futuristic_fixedreadout,600,40,0.007200,0.009200,-21.7
color,7,futuristic_fixedreadout,800,20,0.006800,0.009200,-26.1
color,7,futuristic_fixedreadout,1000,0,0.009200,0.009200,0.0
color,9,futuristic_fixedreadout,200,80,0.022200,0.021600,2.8
color,9,futuristic_fixedreadout,400,60,0.027000,0.021600,25.0
color,9,futuristic_fixedreadout,600,40,0.030000,0.021600,38.9
color,9,futuristic_fixedreadout,800,20,0.026600,0.021600,23.1
color,9,futuristic_fixedreadout,1000,0,0.021600,0.021600,0.0
color,11,futuristic_fixedreadout,200,80,0.140400,0.141600,-0.8
color,11,futuristic_fixedreadout,400,60,0.137400,0.141600,-3.0
color,11,futuristic_fixedreadout,600,40,0.141800,0.141600,0.1
color,11,futuristic_fixedreadout,800,20,0.137200,0.141600,-3.1
color,11,futuristic_fixedreadout,1000,0,0.141600,0.141600,0.0
color,13,futuristic_fixedreadout,200,80,0.423600,0.421000,0.6
color,13,futuristic_fixedreadout,400,60,0.423000,0.421000,0.5
color,13,futuristic_fixedreadout,600,40,0.427800,0.421000,1.6
color,13,futuristic_fixedreadout,800,20,0.421000,0.421000,0.0
color,13,futuristic_fixedreadout,1000,0,0.421000,0.421000,0.0
hh,5,futuristic_fixedreadout,200,80,0.002180,0.003000,-27.3
hh,5,futuristic_fixedreadout,400,60,0.002620,0.003000,-12.7
hh,5,futuristic_fixedreadout,600,40,0.002800,0.003000,-6.7
hh,5,futuristic_fixedreadout,800,20,0.002660,0.003000,-11.3
hh,5,futuristic_fixedreadout,1000,0,0.003000,0.003000,0.0
hh,7,futuristic_fixedreadout,200,80,0.008100,0.008220,-1.5
hh,7,futuristic_fixedreadout,400,60,0.008580,0.008220,4.4
hh,7,futuristic_fixedreadout,600,40,0.007500,0.008220,-8.8
hh,7,futuristic_fixedreadout,800,20,0.008140,0.008220,-1.0
hh,7,futuristic_fixedreadout,1000,0,0.008220,0.008220,0.0
hh,9,futuristic_fixedreadout,200,80,0.031120,0.033480,-7.0
hh,9,futuristic_fixedreadout,400,60,0.032460,0.033480,-3.0
hh,9,futuristic_fixedreadout,600,40,0.032500,0.033480,-2.9
hh,9,futuristic_fixedreadout,800,20,0.031860,0.033480,-4.8
hh,9,futuristic_fixedreadout,1000,0,0.033480,0.033480,0.0
hh,11,futuristic_fixedreadout,200,80,0.121280,0.128000,-5.3
hh,11,futuristic_fixedreadout,400,60,0.122200,0.128000,-4.5
hh,11,futuristic_fixedreadout,600,40,0.122780,0.128000,-4.1
hh,11,futuristic_fixedreadout,800,20,0.125120,0.128000,-2.2
hh,11,futuristic_fixedreadout,1000,0,0.128000,0.128000,0.0
hh,13,futuristic_fixedreadout,200,80,0.335280,0.343860,-2.5
hh,13,futuristic_fixedreadout,400,60,0.337160,0.343860,-1.9
hh,13,futuristic_fixedreadout,600,40,0.338400,0.343860,-1.6
hh,13,futuristic_fixedreadout,800,20,0.345000,0.343860,0.3
hh,13,futuristic_fixedreadout,1000,0,0.343860,0.343860,0.0
steane,9,futuristic_fixedreadout,200,80,0.087800,0.099800,-12.0
steane,9,futuristic_fixedreadout,400,60,0.092600,0.099800,-7.2
steane,9,futuristic_fixedreadout,600,40,0.090600,0.099800,-9.2
steane,9,futuristic_fixedreadout,800,20,0.091800,0.099800,-8.0
steane,9,futuristic_fixedreadout,1000,0,0.099800,0.099800,0.0
gross,12,futuristic_fixedreadout,200,80,0.984000,0.985000,-0.1
gross,12,futuristic_fixedreadout,400,60,0.984000,0.985000,-0.1
gross,12,futuristic_fixedreadout,600,40,0.986000,0.985000,0.1
gross,12,futuristic_fixedreadout,800,20,0.990000,0.985000,0.5
gross,12,futuristic_fixedreadout,1000,0,0.985000,0.985000,0.0
