backend,backend_size,code,decoder,distance,cycles,num_samples,error_type,error_probability,logical_error_rate,layout_method,routing_method,translating_method
custom_full,300,hh,bposd,11,1,10000,pm3,0.01,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,300,gross,bposd,150,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,gross,bposd,150,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,pm3,0.1,0.385,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,pm3,0.01,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.1,0.376,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.01,0.000,N/A,N/A,N/A
custom_full,300,gross,bposd,150,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,gross,bposd,150,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,pm3,0.1,0.388,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,300,color,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.01,0.000,N/A,N/A,N/A
custom_full,300,color,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,sd6,0.1,0.382,N/A,N/A,N/A
custom_full,300,hh,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.01,0.001,N/A,N/A,N/A
custom_full,350,gross,bposd,175,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,350,gross,bposd,175,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,300,bacon,bposd,17,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,350,gross,bposd,175,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.1,0.392,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.01,0.000,N/A,N/A,N/A
custom_full,300,color,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,350,gross,bposd,175,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,400,gross,bposd,200,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.01,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,300,color,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.1,0.388,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.01,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,350,color,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,steane,bposd,9,1,10000,sd6,0.1,0.490,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,pm3,0.01,0.000,N/A,N/A,N/A
custom_full,300,bacon,bposd,17,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,300,surface,bposd,11,1,10000,sd6,0.01,0.000,N/A,N/A,N/A
custom_full,300,steane,bposd,9,1,10000,pm3,0.1,0.501,N/A,N/A,N/A
custom_full,350,color,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,sd6,0.1,0.390,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,400,gross,bposd,200,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,400,gross,bposd,200,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,400,gross,bposd,200,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.1,0.382,N/A,N/A,N/A
custom_full,400,surface,bposd,13,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,350,hh,bposd,11,1,10000,pm3,0.1,0.381,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.01,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.01,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.1,0.389,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,350,bacon,bposd,17,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,350,bacon,bposd,17,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,350,color,bposd,11,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,400,surface,bposd,13,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,400,surface,bposd,13,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.01,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.01,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.1,0.387,N/A,N/A,N/A
custom_full,400,surface,bposd,13,1,10000,pm3,0.001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,pm3,0.1,0.383,N/A,N/A,N/A
custom_full,350,surface,bposd,13,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
custom_full,400,color,bposd,13,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,400,hh,bposd,11,1,10000,sd6,0.0001,0.000,N/A,N/A,N/A
custom_full,350,color,bposd,11,1,10000,sd6,0.001,0.000,N/A,N/A,N/A
custom_full,400,color,bposd,13,1,10000,pm3,0.0001,0.000,N/A,N/A,N/A
