code,distance,discriminator,readout_ns,decoder,measure_error,num_shots,logical_error_rate,seconds
bacon,7,Baseline FNN,200,bposd,0.20051893871986848,5000,0.502,71.58984017372131
bacon,7,Baseline FNN,400,bposd,0.07366388416469194,5000,0.5038,74.3107008934021
bacon,7,Baseline FNN,600,bposd,0.05231026846751419,5000,0.493,71.65510892868042
bacon,7,Baseline FNN,800,bposd,0.046879600760205364,5000,0.4926,71.84711861610413
bacon,7,Baseline FNN,1000,bposd,0.04525326822887765,5000,0.4982,71.95033240318298
bacon,7,HERQULES,200,bposd,0.24051087856633757,5000,0.5032,60.25873279571533
bacon,7,HERQULES,400,bposd,0.0833651752293818,5000,0.5124,74.72264814376831
bacon,7,HERQULES,600,bposd,0.05683895675797035,5000,0.4898,72.62729334831238
bacon,7,HERQULES,800,bposd,0.05106011760766893,5000,0.4982,71.97397184371948
bacon,7,HERQULES,1000,bposd,0.04879200360757896,5000,0.4988,67.55348491668701
bacon,7,KLiNQ,200,bposd,0.20143514248691097,5000,0.5002,58.92768359184265
bacon,7,KLiNQ,400,bposd,0.07573414929844002,5000,0.498,75.82821011543274
bacon,7,KLiNQ,600,bposd,0.05742763610684831,5000,0.4976,73.45653057098389
bacon,7,KLiNQ,800,bposd,0.05402209678847136,5000,0.5006,73.99915027618408
bacon,7,KLiNQ,1000,bposd,0.054473737411942724,5000,0.4934,73.31356167793274
bacon,7,Linear Threshold,200,bposd,0.2327580834004539,5000,0.5054,75.87812352180481
bacon,7,Linear Threshold,400,bposd,0.08759753740157017,5000,0.4976,72.82688093185425
bacon,7,Linear Threshold,600,bposd,0.06207166194613345,5000,0.4992,74.33785223960876
bacon,7,Linear Threshold,800,bposd,0.059463878953298854,5000,0.5004,75.00925874710083
bacon,7,Linear Threshold,1000,bposd,0.06167750963765528,5000,0.504,75.04871821403503
bacon,7,MCMit-T,200,bposd,0.20032875150209317,5000,0.5022,76.21383905410767
bacon,7,MCMit-T,400,bposd,0.07233704114844186,5000,0.503,75.80932521820068
bacon,7,MCMit-T,600,bposd,0.050591969458955055,5000,0.5006,72.39696598052979
bacon,7,MCMit-T,800,bposd,0.0445838395999123,5000,0.5072,72.10786175727844
bacon,7,MCMit-T,1000,bposd,0.04339107151534316,5000,0.5078,59.66583752632141
bacon,7,QubiCML,200,bposd,0.23374178212014463,5000,0.5054,76.16574192047119
bacon,7,QubiCML,400,bposd,0.0865950271158008,5000,0.4994,72.17973971366882
bacon,7,QubiCML,600,bposd,0.06126199365444973,5000,0.4962,75.30498170852661
bacon,7,QubiCML,800,bposd,0.0586719829583493,5000,0.4972,74.59099745750427
bacon,7,QubiCML,1000,bposd,0.06139363663472108,5000,0.5006,52.72167491912842
