code,distance,discriminator,readout_ns,decoder,measure_error,num_shots,logical_error_rate,seconds
hh,12,KLiNQ,200,mwpm,0.20143514248691097,20000,0.50305,44.854283809661865
hh,12,KLiNQ,400,mwpm,0.07573414929844002,20000,0.50105,37.2812135219574
hh,12,KLiNQ,600,mwpm,0.05742763610684831,20000,0.5024,38.72350883483887
hh,12,KLiNQ,800,mwpm,0.05402209678847136,20000,0.4986,38.26009249687195
hh,12,KLiNQ,1000,mwpm,0.054473737411942724,20000,0.5007,37.17014741897583
hh,12,Linear Threshold,200,mwpm,0.2327580834004539,20000,0.50465,52.902148485183716
hh,12,Linear Threshold,400,mwpm,0.08759753740157017,20000,0.50295,40.347944259643555
hh,12,Linear Threshold,600,mwpm,0.06207166194613345,20000,0.4991,37.23869347572327
hh,12,Linear Threshold,800,mwpm,0.059463878953298854,20000,0.4977,38.445878744125366
hh,12,Linear Threshold,1000,mwpm,0.06167750963765528,20000,0.49985,38.81038737297058
hh,12,MCMit-CNN,200,mwpm,0.2034041393624929,20000,0.49765,34.659852266311646
hh,12,MCMit-CNN,400,mwpm,0.07895490215535028,20000,0.49525,32.57829475402832
hh,12,MCMit-CNN,600,mwpm,0.05059445028330967,20000,0.49625,22.472328662872314
hh,12,MCMit-CNN,800,mwpm,0.045084008455954505,20000,0.4974,28.552972078323364
hh,12,MCMit-CNN,1000,mwpm,0.04283659147231211,20000,0.5046,32.69251275062561
hh,12,MCMit-T,200,mwpm,0.20032875150209317,20000,0.5058,40.55430555343628
hh,12,MCMit-T,400,mwpm,0.07233704114844186,20000,0.50065,26.805062532424927
hh,12,MCMit-T,600,mwpm,0.050591969458955055,20000,0.493,31.683334350585938
hh,12,MCMit-T,800,mwpm,0.0445838395999123,20000,0.50015,27.30867862701416
hh,12,MCMit-T,1000,mwpm,0.04339107151534316,20000,0.50475,27.739805459976196
hh,12,QubiCML,200,mwpm,0.23374178212014463,20000,0.49995,53.34919548034668
hh,12,QubiCML,400,mwpm,0.0865950271158008,20000,0.50125,40.97333765029907
hh,12,QubiCML,600,mwpm,0.06126199365444973,20000,0.50115,38.683659076690674
hh,12,QubiCML,800,mwpm,0.0586719829583493,20000,0.5025,38.35390663146973
hh,12,QubiCML,1000,mwpm,0.06139363663472108,20000,0.5053,38.04566287994385
surface,12,Baseline FNN,200,mwpm,0.20051893871986848,20000,0.49555,45.25156617164612
surface,12,Baseline FNN,400,mwpm,0.07366388416469194,20000,0.5042,36.41549849510193
surface,12,Baseline FNN,600,mwpm,0.05231026846751419,20000,0.49535,38.806060552597046
surface,12,Baseline FNN,800,mwpm,0.046879600760205364,20000,0.5063,34.330570697784424
surface,12,Baseline FNN,1000,mwpm,0.04525326822887765,20000,0.49395,34.23662781715393
surface,12,HERQULES,200,mwpm,0.24051087856633757,20000,0.49895,43.668484687805176
surface,12,HERQULES,400,mwpm,0.0833651752293818,20000,0.50185,38.06627058982849
surface,12,HERQULES,600,mwpm,0.05683895675797035,20000,0.4997,35.40200185775757
surface,12,HERQULES,800,mwpm,0.05106011760766893,20000,0.50015,35.195016622543335
surface,12,HERQULES,1000,mwpm,0.04879200360757896,20000,0.4955,34.85362792015076
surface,12,KLiNQ,200,mwpm,0.20143514248691097,20000,0.50255,39.68801164627075
surface,12,KLiNQ,400,mwpm,0.07573414929844002,20000,0.50355,36.86836504936218
surface,12,KLiNQ,600,mwpm,0.05742763610684831,20000,0.5048,36.1124153137207
surface,12,KLiNQ,800,mwpm,0.05402209678847136,20000,0.50485,36.42807960510254
surface,12,KLiNQ,1000,mwpm,0.054473737411942724,20000,0.50205,35.59398627281189
surface,12,Linear Threshold,200,mwpm,0.2327580834004539,20000,0.4977,49.66004729270935
surface,12,Linear Threshold,400,mwpm,0.08759753740157017,20000,0.4999,37.750489711761475
surface,12,Linear Threshold,600,mwpm,0.06207166194613345,20000,0.49665,36.439552307128906
surface,12,Linear Threshold,800,mwpm,0.059463878953298854,20000,0.49805,36.403499364852905
surface,12,Linear Threshold,1000,mwpm,0.06167750963765528,20000,0.4987,35.398207902908325
surface,12,MCMit-CNN,200,mwpm,0.2034041393624929,20000,0.4914,47.96198654174805
surface,12,MCMit-CNN,400,mwpm,0.07895490215535028,20000,0.4973,31.800957441329956
surface,12,MCMit-CNN,600,mwpm,0.05059445028330967,20000,0.4985,34.37440538406372
surface,12,MCMit-CNN,800,mwpm,0.045084008455954505,20000,0.49405,33.87776851654053
surface,12,MCMit-CNN,1000,mwpm,0.04283659147231211,20000,0.4974,33.56870126724243
surface,12,MCMit-T,200,mwpm,0.20032875150209317,20000,0.5065,45.663615703582764
surface,12,MCMit-T,400,mwpm,0.07233704114844186,20000,0.49445,37.728959798812866
surface,12,MCMit-T,600,mwpm,0.050591969458955055,20000,0.49825,37.775601387023926
surface,12,MCMit-T,800,mwpm,0.0445838395999123,20000,0.49515,34.736685037612915
surface,12,MCMit-T,1000,mwpm,0.04339107151534316,20000,0.49065,34.169410943984985
surface,12,QubiCML,200,mwpm,0.23374178212014463,20000,0.5064,41.212204933166504
surface,12,QubiCML,400,mwpm,0.0865950271158008,20000,0.49995,38.21683621406555
surface,12,QubiCML,600,mwpm,0.06126199365444973,20000,0.5055,36.027544021606445
surface,12,QubiCML,800,mwpm,0.0586719829583493,20000,0.5028,39.291372537612915
surface,12,QubiCML,1000,mwpm,0.06139363663472108,20000,0.50695,35.90448808670044
