code,distance,discriminator,readout_ns,decoder,measure_error,num_shots,logical_error_rate,seconds
bacon,12,Baseline FNN,200,bposd,0.20051893871986848,5000,0.5006,556.9536938667297
bacon,12,Baseline FNN,400,bposd,0.07366388416469194,5000,0.4964,522.2365348339081
bacon,12,Baseline FNN,600,bposd,0.05231026846751419,5000,0.5074,453.6599371433258
bacon,12,Baseline FNN,800,bposd,0.046879600760205364,5000,0.509,532.7697372436523
bacon,12,Baseline FNN,1000,bposd,0.04525326822887765,5000,0.5028,586.5234854221344
bacon,12,HERQULES,200,bposd,0.24051087856633757,5000,0.5066,374.7628676891327
bacon,12,HERQULES,400,bposd,0.0833651752293818,5000,0.4986,573.0030131340027
bacon,12,HERQULES,600,bposd,0.05683895675797035,5000,0.503,628.9686658382416
bacon,12,HERQULES,800,bposd,0.05106011760766893,5000,0.5048,555.9284293651581
bacon,12,HERQULES,1000,bposd,0.04879200360757896,5000,0.4888,520.8488402366638
bacon,12,KLiNQ,200,bposd,0.20143514248691097,5000,0.5058,441.1838364601135
bacon,12,KLiNQ,400,bposd,0.07573414929844002,5000,0.5074,598.9718384742737
bacon,12,KLiNQ,600,bposd,0.05742763610684831,5000,0.497,504.2041039466858
bacon,12,KLiNQ,800,bposd,0.05402209678847136,5000,0.5008,556.1709859371185
bacon,12,KLiNQ,1000,bposd,0.054473737411942724,5000,0.4942,489.0715856552124
bacon,12,Linear Threshold,200,bposd,0.2327580834004539,5000,0.4932,564.7084710597992
bacon,12,Linear Threshold,400,bposd,0.08759753740157017,5000,0.5006,618.6000249385834
bacon,12,Linear Threshold,600,bposd,0.06207166194613345,5000,0.4986,501.80931878089905
bacon,12,Linear Threshold,800,bposd,0.059463878953298854,5000,0.4958,459.1542990207672
bacon,12,Linear Threshold,1000,bposd,0.06167750963765528,5000,0.4956,523.6278550624847
bacon,12,MCMit-CNN,200,bposd,0.2034041393624929,5000,0.4946,458.57050108909607
bacon,12,MCMit-CNN,400,bposd,0.07895490215535028,5000,0.5014,472.43869829177856
bacon,12,MCMit-CNN,600,bposd,0.05059445028330967,5000,0.4858,494.77516770362854
bacon,12,MCMit-CNN,800,bposd,0.045084008455954505,5000,0.5164,488.60212302207947
bacon,12,MCMit-CNN,1000,bposd,0.04283659147231211,5000,0.5144,467.91212153434753
bacon,12,MCMit-T,200,bposd,0.20032875150209317,5000,0.4956,514.9913551807404
bacon,12,MCMit-T,400,bposd,0.07233704114844186,5000,0.4994,554.2831239700317
bacon,12,MCMit-T,600,bposd,0.050591969458955055,5000,0.5084,527.2912223339081
bacon,12,MCMit-T,800,bposd,0.0445838395999123,5000,0.498,446.0684926509857
bacon,12,MCMit-T,1000,bposd,0.04339107151534316,5000,0.4786,494.04784870147705
bacon,12,QubiCML,200,bposd,0.23374178212014463,5000,0.5112,431.45950722694397
bacon,12,QubiCML,400,bposd,0.0865950271158008,5000,0.4936,549.4207124710083
bacon,12,QubiCML,600,bposd,0.06126199365444973,5000,0.5058,578.1073291301727
bacon,12,QubiCML,800,bposd,0.0586719829583493,5000,0.4842,495.7314729690552
bacon,12,QubiCML,1000,bposd,0.06139363663472108,5000,0.4922,568.2035682201385
hh,12,Baseline FNN,200,mwpm,0.20051893871986848,20000,0.4986,52.440510988235474
hh,12,Baseline FNN,400,mwpm,0.07366388416469194,20000,0.4958,24.113850355148315
hh,12,Baseline FNN,600,mwpm,0.05231026846751419,20000,0.50305,37.03309988975525
hh,12,Baseline FNN,800,mwpm,0.046879600760205364,20000,0.49345,35.75525617599487
hh,12,Baseline FNN,1000,mwpm,0.04525326822887765,20000,0.5006,35.884756565093994
hh,12,HERQULES,200,mwpm,0.24051087856633757,20000,0.5049,55.87663125991821
hh,12,HERQULES,400,mwpm,0.0833651752293818,20000,0.4982,40.26384353637695
hh,12,HERQULES,600,mwpm,0.05683895675797035,20000,0.5054,38.100279569625854
hh,12,HERQULES,800,mwpm,0.05106011760766893,20000,0.50145,37.453917026519775
hh,12,HERQULES,1000,mwpm,0.04879200360757896,20000,0.50345,35.199546575546265
