code,distance,discriminator,readout_ns,decoder,measure_error,num_shots,logical_error_rate,seconds
gross,12,MCMit-T,600,bposd,0.050591969458955055,1000,1.0,1441.75328373909
gross,12,MCMit-T,800,bposd,0.0445838395999123,1000,1.0,1448.400291442871
gross,12,MCMit-T,1000,bposd,0.04339107151534316,1000,1.0,1436.469785451889
gross,12,QubiCML,200,bposd,0.23374178212014463,1000,1.0,1131.9151718616486
gross,12,QubiCML,400,bposd,0.0865950271158008,1000,1.0,1227.3591423034668
gross,12,QubiCML,600,bposd,0.06126199365444973,1000,1.0,1375.527673482895
gross,12,QubiCML,800,bposd,0.0586719829583493,1000,1.0,1425.141280889511
gross,12,QubiCML,1000,bposd,0.06139363663472108,1000,0.999,1351.249320268631
hh,5,Baseline FNN,200,mwpm,0.20051893871986848,20000,0.4291,1.1421618461608887
hh,5,Baseline FNN,400,mwpm,0.07366388416469194,20000,0.16995,0.7334415912628174
hh,5,Baseline FNN,600,mwpm,0.05231026846751419,20000,0.1192,1.033125400543213
hh,5,Baseline FNN,800,mwpm,0.046879600760205364,20000,0.11065,1.0235300064086914
hh,5,Baseline FNN,1000,mwpm,0.04525326822887765,20000,0.11305,1.0138912200927734
hh,5,HERQULES,200,mwpm,0.24051087856633757,20000,0.46665,1.8026010990142822
hh,5,HERQULES,400,mwpm,0.0833651752293818,20000,0.19775,1.176642894744873
hh,5,HERQULES,600,mwpm,0.05683895675797035,20000,0.1316,0.6957640647888184
hh,5,HERQULES,800,mwpm,0.05106011760766893,20000,0.11795,0.8997423648834229
hh,5,HERQULES,1000,mwpm,0.04879200360757896,20000,0.12015,1.0341994762420654
hh,5,KLiNQ,200,mwpm,0.20143514248691097,20000,0.42275,1.6700692176818848
hh,5,KLiNQ,400,mwpm,0.07573414929844002,20000,0.17585,1.201282024383545
hh,5,KLiNQ,600,mwpm,0.05742763610684831,20000,0.12625,1.0857079029083252
hh,5,KLiNQ,800,mwpm,0.05402209678847136,20000,0.1294,1.093864917755127
hh,5,KLiNQ,1000,mwpm,0.054473737411942724,20000,0.13125,0.964806318283081
hh,5,Linear Threshold,200,mwpm,0.2327580834004539,20000,0.45995,1.225856065750122
hh,5,Linear Threshold,400,mwpm,0.08759753740157017,20000,0.20505,0.766371488571167
hh,5,Linear Threshold,600,mwpm,0.06207166194613345,20000,0.14145,0.7088611125946045
hh,5,Linear Threshold,800,mwpm,0.059463878953298854,20000,0.1459,1.0399911403656006
hh,5,Linear Threshold,1000,mwpm,0.06167750963765528,20000,0.15335,1.0848886966705322
hh,5,MCMit-T,200,mwpm,0.20032875150209317,20000,0.42225,1.7719926834106445
hh,5,MCMit-T,400,mwpm,0.07233704114844186,20000,0.16775,1.0465435981750488
hh,5,MCMit-T,600,mwpm,0.050591969458955055,20000,0.115,1.175645112991333
hh,5,MCMit-T,800,mwpm,0.0445838395999123,20000,0.10475,1.017141580581665
hh,5,MCMit-T,1000,mwpm,0.04339107151534316,20000,0.10465,1.0867090225219727
hh,5,QubiCML,200,mwpm,0.23374178212014463,20000,0.4644,1.7963531017303467
hh,5,QubiCML,400,mwpm,0.0865950271158008,20000,0.2041,1.3103413581848145
hh,5,QubiCML,600,mwpm,0.06126199365444973,20000,0.14745,1.1122913360595703
hh,5,QubiCML,800,mwpm,0.0586719829583493,20000,0.13805,1.103313684463501
hh,5,QubiCML,1000,mwpm,0.06139363663472108,20000,0.14755,1.0922183990478516
steane,9,Baseline FNN,200,bposd,0.20051893871986848,5000,0.3222,176.8842649459839
steane,9,Baseline FNN,400,bposd,0.07366388416469194,5000,0.2586,144.77960419654846
steane,9,Baseline FNN,600,bposd,0.05231026846751419,5000,0.2554,178.45799231529236
steane,9,Baseline FNN,800,bposd,0.046879600760205364,5000,0.2644,179.70156621932983
steane,9,Baseline FNN,1000,bposd,0.04525326822887765,5000,0.2592,180.86298203468323
steane,9,HERQULES,200,bposd,0.24051087856633757,5000,0.3574,168.62153935432434
steane,9,HERQULES,400,bposd,0.0833651752293818,5000,0.2732,177.46811604499817
steane,9,HERQULES,600,bposd,0.05683895675797035,5000,0.266,179.75113916397095
steane,9,HERQULES,800,bposd,0.05106011760766893,5000,0.2706,171.3967936038971
steane,9,HERQULES,1000,bposd,0.04879200360757896,5000,0.2766,174.14076042175293
steane,9,KLiNQ,200,bposd,0.20143514248691097,5000,0.3416,177.99155044555664
steane,9,KLiNQ,400,bposd,0.07573414929844002,5000,0.279,158.20598697662354
steane,9,KLiNQ,600,bposd,0.05742763610684831,5000,0.2638,173.4732563495636
steane,9,KLiNQ,800,bposd,0.05402209678847136,5000,0.264,160.23316287994385
steane,9,KLiNQ,1000,bposd,0.054473737411942724,5000,0.276,171.17888927459717
steane,9,Linear Threshold,200,bposd,0.2327580834004539,5000,0.3404,183.40428638458252
steane,9,Linear Threshold,400,bposd,0.08759753740157017,5000,0.2768,164.55988001823425
steane,9,Linear Threshold,600,bposd,0.06207166194613345,5000,0.2692,182.00191450119019
steane,9,Linear Threshold,800,bposd,0.059463878953298854,5000,0.2692,169.78503131866455
steane,9,Linear Threshold,1000,bposd,0.06167750963765528,5000,0.2804,129.38599371910095
steane,9,MCMit-T,200,bposd,0.20032875150209317,5000,0.3384,135.63961505889893
steane,9,MCMit-T,400,bposd,0.07233704114844186,5000,0.2708,170.42499041557312
steane,9,MCMit-T,600,bposd,0.050591969458955055,5000,0.2636,167.62857675552368
steane,9,MCMit-T,800,bposd,0.0445838395999123,5000,0.2646,164.582537651062
steane,9,MCMit-T,1000,bposd,0.04339107151534316,5000,0.253,174.5850691795349
steane,9,QubiCML,200,bposd,0.23374178212014463,5000,0.359,174.05161023139954
steane,9,QubiCML,400,bposd,0.0865950271158008,5000,0.2728,163.92336893081665
steane,9,QubiCML,600,bposd,0.06126199365444973,5000,0.266,136.66192269325256
steane,9,QubiCML,800,bposd,0.0586719829583493,5000,0.2734,173.51259422302246
steane,9,QubiCML,1000,bposd,0.06139363663472108,5000,0.2696,165.6019229888916
surface,5,Baseline FNN,200,mwpm,0.20051893871986848,20000,0.41935,1.131032943725586
surface,5,Baseline FNN,400,mwpm,0.07366388416469194,20000,0.1218,1.140151023864746
surface,5,Baseline FNN,600,mwpm,0.05231026846751419,20000,0.07675,1.296618938446045
surface,5,Baseline FNN,800,mwpm,0.046879600760205364,20000,0.0666,0.8461427688598633
surface,5,Baseline FNN,1000,mwpm,0.04525326822887765,20000,0.06135,1.4694857597351074
surface,5,HERQULES,200,mwpm,0.24051087856633757,20000,0.46925,2.035659074783325
surface,5,HERQULES,400,mwpm,0.0833651752293818,20000,0.1503,1.6563148498535156
surface,5,HERQULES,600,mwpm,0.05683895675797035,20000,0.0849,0.8204293251037598
surface,5,HERQULES,800,mwpm,0.05106011760766893,20000,0.07795,1.3923537731170654
surface,5,HERQULES,1000,mwpm,0.04879200360757896,20000,0.07105,1.0168521404266357
surface,5,KLiNQ,200,mwpm,0.20143514248691097,20000,0.4112,2.0971171855926514
surface,5,KLiNQ,400,mwpm,0.07573414929844002,20000,0.13235,1.1145384311676025
surface,5,KLiNQ,600,mwpm,0.05742763610684831,20000,0.0862,1.313941240310669
surface,5,KLiNQ,800,mwpm,0.05402209678847136,20000,0.0835,0.843080997467041
surface,5,KLiNQ,1000,mwpm,0.054473737411942724,20000,0.0823,1.2943542003631592
surface,5,Linear Threshold,200,mwpm,0.2327580834004539,20000,0.4525,2.118574857711792
surface,5,Linear Threshold,400,mwpm,0.08759753740157017,20000,0.1591,1.2452006340026855
surface,5,Linear Threshold,600,mwpm,0.06207166194613345,20000,0.09395,1.234931468963623
surface,5,Linear Threshold,800,mwpm,0.059463878953298854,20000,0.09045,1.2257940769195557
surface,5,Linear Threshold,1000,mwpm,0.06167750963765528,20000,0.101,1.4236822128295898
surface,5,MCMit-T,200,mwpm,0.20032875150209317,20000,0.4075,1.876924753189087
surface,5,MCMit-T,400,mwpm,0.07233704114844186,20000,0.12425,1.430783987045288
surface,5,MCMit-T,600,mwpm,0.050591969458955055,20000,0.07115,1.007291316986084
surface,5,MCMit-T,800,mwpm,0.0445838395999123,20000,0.05725,1.2133800983428955
surface,5,MCMit-T,1000,mwpm,0.04339107151534316,20000,0.06075,0.6666054725646973
surface,5,QubiCML,200,mwpm,0.23374178212014463,20000,0.46165,1.7251605987548828
surface,5,QubiCML,400,mwpm,0.0865950271158008,20000,0.1555,1.0379023551940918
surface,5,QubiCML,600,mwpm,0.06126199365444973,20000,0.096,0.8770136833190918
surface,5,QubiCML,800,mwpm,0.0586719829583493,20000,0.09065,1.2049970626831055
surface,5,QubiCML,1000,mwpm,0.06139363663472108,20000,0.1027,1.2082726955413818
